id,SHA,command,environment,expected,exit,elapsed_ms,evidence_level,source_ledger
p10-restore-time,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-x693c5pd/time']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Timestamp remains single argv value; no command parsing failure. Actual recovery target availability checked separately.,48,15.099492,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-restore-latest,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--latest', '--no-start', '--dest', '/tmp/a8dr-pg-x693c5pd/latest']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Documented latest option mapped to valid pgBackRest restore type.,32,16.163865,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-restore-native,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--native', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-x693c5pd/native']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Runbook documented command accepted; currently unsupported flag.,1,2.062507,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-restore-name,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--name', 'arena_target', '--no-start', '--dest', '/tmp/a8dr-pg-x693c5pd/restore', '--port', '55451']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Named restore copies backup; no-start does NOT certify replay/promote.,0,328.614548,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-target-original-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/data', '-o', '-c config_file=/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/etc/postgresql.conf', '-l', '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/original.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Unmodified generated restore config boots and replays WAL for separate target.,1,108.764965,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-target-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/data', '-o', '-c config_file=/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/etc/postgresql.conf -c recovery_target_action=promote -c max_connections=100', '-l', '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/target.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,107.997886,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-actual,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/run', 'PGPORT': '55451', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Dataset count/hash equal expected committed target manifest; see comparison JSON.,0,8.196786,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-source-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,7.073786,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-target-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/run', 'PGPORT': '55451', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,6.032887,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-verify-correct,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/run', 'PGPORT': '55451', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,69.096918,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-verify-wrong-source,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Evidence gate must distinguish wrong target/dataset from approved restore target; current verifier lacks expected identity inputs.,0,65.718247,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-verify-postgres-db,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/run', 'PGPORT': '55451', 'PGUSER': 'user', 'PGDATABASE': 'postgres'}",Wrong database without required tables rejected; wrapper currently forces this DB.,1,61.646554,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-promote-primary-guard,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh', '--dry-run']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/run', 'PGPORT': '55451', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Already-primary target rejected.,1,8.123833,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-basebackup,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_basebackup', '-h', '/tmp/a8dr-pg-x693c5pd/socket', '-p', '55450', '-U', 'user', '-D', '/tmp/a8dr-pg-x693c5pd/standby', '-R', '-X', 'stream', '-c', 'fast']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,57.831649,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-standby-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-x693c5pd/standby', '-o', '-p 55454 -k /tmp/a8dr-pg-x693c5pd/standby-socket -c archive_mode=off', '-l', '/tmp/a8dr-pg-x693c5pd/standby.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,108.210897,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-standby-before,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/standby-socket', 'PGPORT': '55454', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'OLD_PGPORT': '55450'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,10.071861,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-stop-source,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-x693c5pd/source', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.740102,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-promote,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/standby-socket', 'PGPORT': '55454', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'OLD_PGPORT': '55450'}","Stopped old primary -> promote real standby; exit 0, correct role/data on independent query.",0,130.622441,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-standby-after,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/standby-socket', 'PGPORT': '55454', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'OLD_PGPORT': '55450'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,6.280493,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-stop-standby,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-x693c5pd/standby', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.918011,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
p10-stop-data,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-x693c5pd/restore/pitr-20260922-211645-8309/data', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-x693c5pd/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-x693c5pd/socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.549934,E3 LOCAL REAL BINARIES (not E4),ledger-committed-control.json
versions,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', '-c', 'psql --version; redis-server --version; pgbackrest version; uname -a; date -u +%FT%TZ']",{},"Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,16.49086,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-init,172da62b63f70d406ffad69893851a01b042ffc4,"['initdb', '-D', '/tmp/a8dr-pg-68csddw3/source', '-A', 'trust', '--no-locale']",{},"Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,316.720592,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-68csddw3/source', '-l', '/tmp/a8dr-pg-68csddw3/source.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,107.71771,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-create-db,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'postgres', '-tAXc', 'CREATE DATABASE payesh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,22.234662,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-seed,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""CREATE TABLE users(id int primary key, value text); INSERT INTO users SELECT i,'run7-'||i FROM generate_series(1,10)i;CREATE TABLE schools(id int primary key, value text); INSERT INTO schools SELECT i,'run7-'||i FROM generate_series(1,10)i;CREATE TABLE classes(id int primary key, value text); INSERT INTO classes SELECT i,'run7-'||i FROM generate_series(1,10)i;CREATE TABLE grades(id int primary key, value text); INSERT INTO grades SELECT i,'run7-'||i FROM generate_series(1,10)i;CREATE TABLE attendance(id int primary key, value text); INSERT INTO attendance SELECT i,'run7-'||i FROM generate_series(1,10)i""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,10.725603,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-stanza,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'stanza-create']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,11.792907,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-backup,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--type=full', 'backup']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,1375.303279,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-info,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--output=json', 'info']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.740703,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-before-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(11,'keep'); SELECT pg_create_restore_point('arena_target');""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,10.743791,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-expected,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,6.694814,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-after-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(12,'must-not-restore'); SELECT pg_switch_wal();""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,16.380104,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-archive-check,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'check']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,322.663126,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-restore-time,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-68csddw3/time']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Timestamp remains single argv value; no command parsing failure. Actual recovery target availability checked separately.,48,12.090241,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-restore-latest,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--latest', '--no-start', '--dest', '/tmp/a8dr-pg-68csddw3/latest']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Documented latest option mapped to valid pgBackRest restore type.,32,12.002147,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-restore-native,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--native', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-68csddw3/native']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Runbook documented command accepted; currently unsupported flag.,1,1.60821,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-restore-name,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--name', 'arena_target', '--no-start', '--dest', '/tmp/a8dr-pg-68csddw3/restore', '--port', '55445']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Named restore copies backup; no-start does NOT certify replay/promote.,0,306.344376,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-target-original-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/data', '-o', '-c config_file=/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/etc/postgresql.conf', '-l', '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/original.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Unmodified generated restore config boots and replays WAL for separate target.,1,108.244066,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-target-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/data', '-o', '-c config_file=/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/etc/postgresql.conf -c recovery_target_action=promote -c max_connections=100', '-l', '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/target.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,108.649831,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-actual,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/run', 'PGPORT': '55445', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Dataset count/hash equal expected committed target manifest; see comparison JSON.,0,7.553219,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-source-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.601285,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-target-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/run', 'PGPORT': '55445', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,6.125934,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-verify-correct,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/run', 'PGPORT': '55445', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,57.922441,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-verify-wrong-source,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Evidence gate must distinguish wrong target/dataset from approved restore target; current verifier lacks expected identity inputs.,0,58.737714,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-verify-postgres-db,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/run', 'PGPORT': '55445', 'PGUSER': 'user', 'PGDATABASE': 'postgres'}",Wrong database without required tables rejected; wrapper currently forces this DB.,1,54.540457,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-promote-primary-guard,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh', '--dry-run']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/run', 'PGPORT': '55445', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Already-primary target rejected.,1,6.450903,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
